song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP29210,Threat key.,Taylor Johnson,Data.,Electronic,2000-11-18,,34,61940203,Italian,Yes,Indie,Tim Hess,Erica Irwin,
SP29211,Country simple.,David Oconnor,Modern.,Electronic,1995-07-06,201.0,76,29617134,French,Yes,Warner Music,Kimberly Torres,Marcus Harrison,
SP29212,Man.,Brett Tran,Also.,R&B,2015-06-02,171.0,51,17700710,Korean,Yes,Universal Music,Jason Bean,Alexander Johnson,
SP29213,Reality decade.,Gregory Donovan,Return great.,Reggae,2020-12-29,304.0,37,16262336,English,No,Sony Music,John Martin,Lori Caldwell,Amanda Green
SP29214,Consumer name response.,Kara Haas,Per black.,Hip-Hop,2021-11-12,246.0,69,45606844,Japanese,Yes,Atlantic Records,Jimmy Blanchard,Sandra Parker,
SP29215,Crime stand.,Kevin Oconnor,Little.,Hip-Hop,2005-03-29,218.0,58,16266135,English,Yes,Warner Music,Lori Short,Nicholas Mitchell,
SP29216,Set energy blue.,Stefanie Yates,Hand.,Electronic,2003-08-17,321.0,24,25385614,English,No,Universal Music,Alex Cervantes,Caitlin Woodard,
SP29217,Continue building worry.,Nicholas Johnson,Forward.,Pop,2002-07-29,252.0,84,12003150,English,Yes,Sony Music,Ryan Thomas,Matthew Coleman,
SP29218,Able involve sign.,Richard Chandler,Care none.,Country,1995-07-12,220.0,57,63114902,Spanish,No,Atlantic Records,Julie Foster,Robert Mccoy,
SP29219,Suddenly series clear dark.,Sarah Bridges,Season approach.,Pop,2015-11-02,236.0,100,73285116,English,Yes,Warner Music,Mary Lee,Seth Graham,
SP29220,General per.,Lisa Brennan,Benefit fill.,Pop,2015-08-07,224.0,51,98041436,English,Yes,Def Jam,Christopher Wilson,Luis Arellano,
SP29221,Son cut sort.,Gabrielle Novak,Education.,Hip-Hop,2015-03-19,239.0,68,87983827,English,No,Universal Music,Kelly Parker,Johnny Rogers,Rhonda Harvey
SP29222,Vote gas large.,Daniel Fox,Gas agreement.,Pop,2020-11-06,208.0,48,79818516,Spanish,Yes,Def Jam,Christopher Malone,Henry Contreras,
SP29223,Any ask item.,Debra Brown,Special.,Jazz,2022-08-16,280.0,62,30259595,Spanish,Yes,Warner Music,Jodi Schmidt,Gary Lopez,
SP29224,Food it.,Michael Gomez,Set Mrs.,Jazz,2000-04-06,232.0,51,80175857,English,Yes,Sony Music,Andrew Reid,Nancy Martin,
SP29225,Fear ready.,Tiffany Barnes DDS,Generation.,Hip-Hop,2011-08-13,282.0,97,455633,English,Yes,Sony Music,Don Guerra,Deborah Sanchez,Jared Copeland
SP29226,List develop.,Christopher Hill,Eye who.,Electronic,2002-02-19,230.0,57,8656088,,No,Atlantic Records,Cody Wilson,Kimberly Fernandez,Christopher Black
SP29227,Very one drive.,Kenneth Howard,Western.,Pop,2004-01-21,159.0,56,94180504,German,No,Sony Music,Jennifer Cruz,Donna Lozano,
SP29228,Morning show.,Kylie Krueger,Also same.,Electronic,2004-04-20,228.0,22,16047923,English,Yes,Warner Music,Catherine Pacheco,Jeffrey Mooney,Robert Roberts
SP29229,Teach serve your.,Melissa Welch,Anyone.,Pop,2024-06-14,201.0,98,2369848,English,Yes,Universal Music,David Young,John Good,Christopher Jones
SP29230,Shake pressure.,Justin Perez,Their significant.,Electronic,1999-09-07,257.0,37,276555,,Yes,Def Jam,Sandra Mcgee,Janice Nelson,Christina Hughes
SP29231,Catch care.,Ellen Mclaughlin,Nothing.,Folk,2018-09-19,,59,44460560,Korean,No,Warner Music,Ronald Morrow,William Adams,
SP29232,Through structure possible.,Angela Castro,Soon nation.,Electronic,2004-07-31,270.0,16,28106177,English,No,Warner Music,Mr. Richard Adkins,Victor Snyder,Jorge Perry
SP29233,Responsibility very.,Amanda Jackson,Quickly well.,Electronic,2000-09-28,179.0,19,37681648,English,No,Warner Music,David Williams,Valerie Morrison,
SP29234,Modern hot.,Alexander Johnson,Account.,Reggae,2018-09-10,239.0,8,22906425,French,Yes,Universal Music,Zachary Thompson,Alyssa Castaneda,
SP29235,Expert relationship most.,Sabrina Castro MD,Million.,Pop,1996-07-26,225.0,60,78235629,Italian,Yes,Sony Music,Blake Ramirez,April Lopez,
SP29236,Deal program image.,Jacob Stewart,Serve process.,Electronic,2007-09-11,258.0,53,28528094,English,Yes,Atlantic Records,Nicholas Faulkner,Reginald Ross,
SP29237,Compare western.,Morgan Woods,Back beautiful.,Pop,2010-03-19,209.0,67,55798004,English,Yes,Atlantic Records,Jennifer Taylor,Brandy Carlson,
SP29238,Difficult call glass.,Danielle Sullivan,Body.,Pop,1997-11-25,147.0,41,86280371,Korean,No,Atlantic Records,Carl Boyer,Ryan Moss,
SP29239,Police win.,Eugene Garza,Art.,Pop,1996-05-06,267.0,5,64059614,English,No,Def Jam,Carolyn Alvarez,Larry Thomas,
SP29240,Reveal.,Robin Calhoun,Republican.,Electronic,1996-11-08,,15,28999369,English,Yes,Sony Music,John Newman,Carmen Taylor,
SP29241,Stock main find.,Christopher Martinez,Foot.,Pop,2000-03-31,387.0,66,97267576,English,No,Indie,Cory Nichols,Deborah Parsons,
SP29242,Before leader radio.,Bonnie Landry,Too.,Folk,2013-06-29,246.0,84,34732119,English,Yes,Warner Music,Joan Erickson,Diane Meyer,
SP29243,When southern.,Jonathan French,Over place.,Pop,2000-05-19,214.0,84,91968078,Spanish,No,Indie,Gregory Green,Robert Allen,
SP29244,Television themselves.,Ronald Manning,North wrong.,Electronic,2012-11-24,273.0,26,64697553,French,Yes,Def Jam,Dr. Shawn Bradley,Terri Smith,
SP29245,Marriage without people.,Amanda Stone MD,Successful take.,Electronic,2015-05-24,,61,17827176,English,No,Sony Music,Daniel Moore,Paula Vega,Terry Miller
SP29246,May development.,Cheryl Wright,Beautiful position.,Folk,2017-10-14,237.0,84,52881384,English,Yes,Warner Music,Troy Estrada,Daniel Johnson,
SP29247,All consider.,Jason Hendricks,Country under.,Folk,2020-03-01,246.0,47,95211807,Spanish,Yes,Atlantic Records,Steven Schneider,Tammy Williams,
SP29248,Moment we.,Jacqueline Richardson,Well.,Hip-Hop,2016-10-01,172.0,33,13152496,English,Yes,Indie,Kevin Harrington,Kyle Johnson,
SP29249,Provide old trade.,Julia Dominguez,Her in.,Hip-Hop,2002-03-26,274.0,80,83845809,Japanese,No,Warner Music,Rachel Holmes,Steven Daniels,
SP29250,Voice since hour exist.,Christine Summers,Chair push.,Hip-Hop,2015-07-31,326.0,16,57051040,Japanese,No,Atlantic Records,Nancy Patel,Todd Espinoza,
SP29251,Size week go.,Ryan Alvarez,People who.,Hip-Hop,2006-01-24,330.0,29,11452020,English,No,Warner Music,Victoria Wilson,Patty Brooks,
SP29252,Protect machine.,Matthew Baker,Hit spend.,R&B,2020-06-05,238.0,94,62261561,English,Yes,Universal Music,Casey Hill,Lauren Jackson,
SP29253,Now.,Edgar Richardson,Sometimes.,Pop,2016-11-11,261.0,35,3337737,Italian,No,Warner Music,Sandra Ewing,Brittney Lucero,
SP29254,She serious.,Sydney Washington,That common.,Electronic,2002-05-03,171.0,28,36882814,English,No,Indie,Christina Johnson,Travis Dougherty,Madison Sandoval
SP29255,Stock certain.,Jane Johnson,Particular.,Classical,2003-09-16,169.0,76,4652596,English,Yes,Warner Music,Ryan Hood,Robert Bates,
SP29256,Material machine wear.,Barbara Williams,Executive.,Folk,2015-05-17,214.0,14,90793784,English,Yes,Atlantic Records,Dr. Ryan Park,Shane Jefferson MD,Francisco Green
SP29257,Fly discuss occur open.,Paul Valencia,Time.,Pop,2002-07-01,221.0,41,87730859,English,No,Warner Music,Autumn Garrison,Joshua Maxwell,
SP29258,Star friend behind offer.,Jesse Moore,Watch.,Pop,2010-10-18,,82,91400551,Korean,No,Warner Music,Patrick Lawson,Carolyn Mann,
SP29259,Fall finally.,Maria Simpson,Should upon.,Electronic,2019-11-18,301.0,74,22690879,French,No,Atlantic Records,Ronald Smith,Brenda Lowe,
SP29260,Not suggest.,David Moran,Late begin.,Electronic,1999-08-01,187.0,59,67384196,Spanish,Yes,Indie,Sherri House,Jessica Jones,Pamela Thompson
SP29261,Cut step.,Sharon Lee,Compare.,Electronic,2024-03-11,277.0,31,78869499,English,Yes,Sony Music,Mary Conner,Taylor Jordan,
SP29262,Right job.,Daniel Pierce,State grow.,Country,1999-11-13,211.0,80,47849555,English,Yes,Atlantic Records,Patrick Owens,Donna English,
SP29263,Education successful subject.,Nicole Hopkins,Box paper.,Hip-Hop,2016-04-04,197.0,82,38303351,Italian,No,Indie,Jermaine Watson,Kristen Thomas,Jennifer Farley
SP29264,We small tonight.,Thomas Oliver,Perhaps city.,Hip-Hop,1999-05-14,189.0,2,25852143,English,Yes,Universal Music,John Gregory,Shannon Powell,
SP29265,Attorney serve.,Johnathan Keller,Kind mention.,Hip-Hop,2020-07-05,254.0,65,83086471,English,Yes,Warner Music,Erica Heath,Jacqueline Ross,
SP29266,Born risk since.,Jordan King,Resource expect.,Country,1997-06-16,220.0,74,86783703,English,Yes,Def Jam,Mr. Jeff Odonnell,Marcus Mcguire,Deanna Lopez
SP29267,Social wish nearly.,Carolyn Pineda,Recently.,Folk,2015-08-14,332.0,59,69478822,English,Yes,Indie,Jessica Cole,Katie Christensen,
SP29268,Everybody way.,Kimberly King,Old.,Pop,2007-08-14,205.0,47,27169008,English,Yes,Universal Music,Sherry Hall,Crystal Rogers,Keith Johnson
SP29269,Various order.,Laura Smith,Once.,R&B,2007-08-09,157.0,19,73322574,English,No,Universal Music,Catherine Gonzalez,Wanda Melton,Donald Anthony
SP29270,Million return rich.,Brian Bailey,Vote.,Country,2024-07-01,311.0,17,95930562,English,No,Warner Music,Robert Turner,Charles Chang,
SP29271,Field leg.,Curtis Santos,Care.,Electronic,2024-08-10,276.0,95,87465830,English,Yes,Universal Music,Sean Moreno,Stephanie Mccormick DVM,Julie Martinez
SP29272,Become by Democrat.,Michelle Fernandez,Wind.,Hip-Hop,2016-04-10,209.0,100,47157864,English,No,Sony Music,Adam Love,Kelly Simmons,
SP29273,Defense enjoy conference.,Brenda Simon,Key agree.,Jazz,1995-01-21,429.0,67,99608487,German,Yes,Indie,Cynthia Gray,Stacie Smith,Brianna Burns
SP29274,Eye month.,Kenneth Thomas,Thing.,Folk,2023-12-03,265.0,94,69917531,English,No,Indie,Brady Moon,Kevin Myers,
SP29275,Positive glass voice culture.,Jasmine Davenport,Yard understand.,Pop,1999-10-25,207.0,93,85619690,English,No,Sony Music,Danielle Riley,Rachel Kelley,Nathan Miller
SP29276,Although physical memory.,Jason Duarte,Five.,Pop,2014-06-27,222.0,19,71225684,English,Yes,Atlantic Records,Mario Brooks,Ryan Black,
SP29277,Close.,Ronald Paul,Behavior.,R&B,2016-05-13,285.0,82,89843798,Korean,No,Atlantic Records,Leslie Wallace,Jesse Bradley,
SP29278,Community rich wrong.,Kevin Morgan,Through some.,Electronic,2003-01-22,198.0,15,19789642,English,No,Universal Music,Christopher Webb,Yolanda Sosa,Eric Hall
SP29279,Town.,Henry Garcia,Six necessary.,Pop,2021-10-30,218.0,53,28038478,,No,Sony Music,Anthony Flynn,Regina Johnson,
SP29280,Put citizen including.,Danny Villarreal,Matter level.,Folk,2006-02-18,268.0,11,60747443,Italian,No,Universal Music,Carlos Keller,Alejandro Rhodes,
SP29281,Bad environmental.,Drew Figueroa,Let.,Jazz,2017-09-20,189.0,2,4376562,English,No,Def Jam,James Fleming,Heather Salinas,
SP29282,Least light.,Michael Howell,Character.,Hip-Hop,2007-09-18,233.0,10,58945607,English,Yes,Atlantic Records,Samantha Garcia,Michelle Floyd,
SP29283,Message.,Michael Henson,Consumer approach.,Pop,2001-08-22,241.0,52,55831151,English,No,Atlantic Records,Dean Johnson,Jade Payne,
SP29284,Standard hour.,Linda Jensen,Produce by.,Pop,2011-10-06,178.0,24,51227961,English,Yes,Indie,Cindy Bishop,Robert Bowman,Jeffrey Green
SP29285,Quality during.,Johnny Torres,Commercial generation.,R&B,2023-09-15,236.0,75,52175931,English,No,Warner Music,Carlos Blackwell III,David Williams,
SP29286,Nation next significant.,Tyler Hunt,Risk.,Hip-Hop,2021-10-21,328.0,56,82977215,Italian,Yes,Warner Music,Kimberly Cruz,Karen Hall,David Hamilton
SP29287,Must specific.,Shelly Reyes,Low medical.,Hip-Hop,1999-03-11,323.0,77,79157292,English,No,Atlantic Records,Benjamin Martinez,Ronald Silva,
SP29288,Threat home.,Lisa Blackwell,Simply pattern.,R&B,2019-02-09,260.0,7,85501525,English,No,Atlantic Records,Kristie Norman,Megan Fletcher,
SP29289,Ten car chair.,Alan Rivas,Too evidence.,Electronic,2005-03-24,311.0,12,74939097,English,Yes,Sony Music,Andrew Blanchard,Anthony Crosby,
SP29290,Building.,Kirk Craig,Poor occur.,Electronic,2019-10-30,241.0,52,1546647,English,No,Warner Music,William Noble,Michaela Watson,
SP29291,Laugh thus peace.,Andrew Palmer,Every church.,Electronic,2006-12-31,180.0,26,90768525,English,No,Sony Music,Dakota Hanson,Jeff Kelly,
SP29292,Must produce walk.,Monica Young,Last beautiful.,Electronic,2001-09-30,313.0,21,33400208,English,Yes,Def Jam,Gregory Smith,Victor Moore,
SP29293,Many glass.,Karen Smith,Interesting.,Electronic,2004-12-13,290.0,26,13611944,English,Yes,Def Jam,Jack Smith,Christina Garcia,
SP29294,And.,Robin Beck,Approach.,Electronic,1996-03-03,217.0,2,14856065,English,No,Warner Music,John Chang,Michael Collins,
SP29295,White book large.,Kevin Torres,Agency war.,Electronic,2018-01-04,230.0,79,96026235,English,No,Warner Music,Christine Cruz,Brandon Harrison,
SP29296,Development whose.,Lisa Lewis,Pass more.,Electronic,2002-09-03,145.0,55,68039594,Italian,Yes,Indie,Kayla Craig,Ashlee Reed,Jordan Reynolds
SP29297,Marriage positive.,Aaron Livingston,Only son.,R&B,2002-10-20,,60,49892820,French,No,Warner Music,Mariah Warner,Tammy Nelson,
SP29298,Mean nature.,Summer Robinson,Close.,Folk,1997-08-20,197.0,24,48472761,English,Yes,Indie,Jeffrey Savage,Daniel Brown,Linda Rose
SP29299,Crime.,Selena Williams,Weight outside.,Pop,2007-07-30,235.0,47,5773703,English,Yes,Def Jam,Jacob Crosby,Jose Henderson,
SP29300,Long movie.,Jennifer Warren,Tend.,Electronic,2010-12-17,240.0,14,77900613,Spanish,Yes,Def Jam,Scott Gray,Sydney Mccarty,
SP29301,Place goal.,Alyssa Taylor,Laugh.,Folk,1995-11-17,334.0,53,11760616,English,Yes,Atlantic Records,James Phillips DDS,Teresa Chavez,
SP29302,Interest rest draw.,Michele Lee,Myself relate.,Country,2015-10-08,222.0,20,8276156,,No,Universal Music,Carol Dorsey,Thomas Garcia,Kristen Miranda
SP29303,Catch real.,Betty Brooks,Medical sister.,Jazz,2005-12-02,269.0,58,57012389,English,No,Sony Music,Richard Day,Michael Farley,Lisa House
SP29304,Cause degree door list.,Frank Hartman,Four participant.,Classical,2015-01-09,323.0,1,73358909,English,No,Indie,Tyler Harris,Denise Jordan,
SP29305,Oil know.,Erin Warren,Green either.,Country,2005-12-27,222.0,6,84982258,English,No,Def Jam,Samantha Fletcher,Aaron Chapman,
SP29306,Clear interesting.,Kathleen Harrison,South.,Country,2002-12-07,233.0,2,98725624,French,Yes,Warner Music,Christopher Snow,Jeremy Underwood,
SP29307,Congress only respond.,Sarah Davis,Provide.,Jazz,2022-05-21,258.0,82,35704716,Spanish,No,Universal Music,Denise Brown,Elizabeth Lindsey,Isabel Cortez
SP29308,Subject evidence become.,Emily Morris,Difficult her.,Pop,1998-06-04,273.0,89,14744907,English,Yes,Indie,Corey Skinner,Franklin Lawrence,
SP29309,Thank teacher.,Kimberly Miller,Vote our.,Pop,1996-10-05,207.0,82,92435063,German,No,Warner Music,Donald Burton,David Duarte,
SP29310,Level quickly government.,Eric Burke,Stuff.,Hip-Hop,2016-05-12,272.0,87,79464768,English,Yes,Sony Music,Alexandra Rowland,Deborah Hernandez,
SP29311,Player important almost.,Angela Morales,Usually.,Classical,1996-02-24,254.0,62,86357580,English,Yes,Def Jam,Maria Johnson,James Villarreal,
SP29312,Per develop.,Nathan Aguilar,Growth view.,Hip-Hop,2007-01-02,,45,66941186,English,No,Def Jam,Kayla Adams,Tyler Smith,Taylor Martin
SP29313,Career.,John Hull,Speech common.,Electronic,2006-03-12,205.0,98,10275492,Spanish,No,Universal Music,Melanie Butler,Micheal Park,
SP29314,Mr age.,Courtney Clayton,Test civil.,Electronic,2022-09-29,320.0,13,75927897,French,No,Sony Music,Dustin Johnson,Daniel Clark,
SP29315,Enter conference pay.,Jenna Davis,Or four.,Pop,2002-11-23,284.0,20,81683728,English,No,Atlantic Records,Holly Jones,Steven Fischer,Jason Bowen
SP29316,Everyone.,Ronald Alvarado,Offer.,Pop,1995-09-06,264.0,96,91672589,,Yes,Warner Music,Lindsey Nelson,Brandi Sexton,
SP29317,Everybody money.,Amy Oneill,Particular situation.,Country,1997-04-12,263.0,31,29329458,Spanish,No,Universal Music,Andrea Powell,Glenn Schroeder,Mackenzie Perez
SP29318,Including week image.,Joshua Dixon Jr.,Mrs.,Electronic,1995-06-19,,53,7593181,English,Yes,Universal Music,Franklin Jordan,Laurie Hernandez,
SP29319,Go risk.,Richard Barrera,Long.,Electronic,2014-12-16,177.0,81,35746160,German,No,Sony Music,Jeffrey Collier,William Bell,James Vasquez
SP29320,Drive charge somebody.,Selena Henderson,Summer face.,Pop,2010-11-13,264.0,19,5124313,Spanish,Yes,Indie,Andrew Hansen,Elizabeth Mejia,
SP29321,Floor material increase step.,Curtis Powers,Product skin.,Electronic,2021-05-31,259.0,80,27047484,English,Yes,Universal Music,Chad Hall,Kelsey Turner,
SP29322,Soldier notice.,Kimberly Smith,Work.,Hip-Hop,2006-02-22,252.0,24,46707886,English,No,Atlantic Records,Sean Pierce,Erika Zhang,
SP29323,Character when certainly.,Leslie Cox,Material.,Country,2020-06-23,283.0,19,83843316,,Yes,Sony Music,Michael Byrd,Sean Smith,
SP29324,By type.,Dale Huynh,Suddenly fall.,Folk,2008-10-08,169.0,78,89254252,English,No,Sony Music,Wesley Davis,Destiny Thomas,
SP29325,Third product conference.,Matthew Braun,Maybe north.,Electronic,2012-03-16,,72,38964332,,No,Atlantic Records,Timothy Rollins,Blake Lopez,
SP29326,Window resource behind tell.,Amber Hardy,Investment.,Country,2009-02-16,253.0,66,40904620,English,Yes,Universal Music,Andrew Soto,Elijah Hardin,
SP29327,These message.,James Ball,Hot school.,Reggae,2003-09-29,180.0,96,35697363,,No,Sony Music,Dr. Carol Martinez MD,Rachel Riddle,Jacob Keller MD
SP29328,Design white.,Zachary Smith,Sea three.,Electronic,2024-02-10,302.0,94,70684410,,No,Def Jam,James Crosby,Dakota Powell,
SP29329,Future commercial him close.,James Russell,Must player.,Pop,2024-07-02,280.0,23,9477647,Japanese,No,Universal Music,Sarah Anderson,Paul Carrillo,
SP29330,Democrat top pattern.,Henry Smith,Only view.,Electronic,2018-04-19,210.0,92,76706315,English,No,Universal Music,David Norris,Kevin Cowan,Danielle Moody
SP29331,Although we.,Laura Lopez,Energy.,Folk,2003-03-07,248.0,100,20276577,English,No,Atlantic Records,Elizabeth Pineda,Andrew Jones,Shannon Hoover
SP29332,Adult stock prove.,Emily Morales,Fine structure.,Electronic,2005-01-08,,18,69640382,English,No,Sony Music,Meredith Olson,Michelle Davis,
SP29333,Success campaign.,Shane Hutchinson,Role.,Hip-Hop,1999-07-13,210.0,9,56626337,Spanish,Yes,Indie,Scott Keller,Vickie Wagner,Brandy Cross
SP29334,Sign room.,Randall Fowler,Fight.,Hip-Hop,2017-08-16,304.0,44,22944958,English,No,Warner Music,Melissa Jones,Jeremy Evans,
SP29335,Raise include mouth.,Janet Escobar,In.,Electronic,2018-05-12,320.0,40,70945064,English,No,Warner Music,Angela Miller,Mr. Jeffrey Brock,
SP29336,Particular stage.,Margaret Bowman,Water.,Pop,2004-03-12,317.0,21,32761107,English,Yes,Atlantic Records,Alex Dickson,Lisa Miller,
SP29337,Provide finish religious.,Jeffrey Peck,Size.,Pop,2011-09-10,259.0,16,81869799,English,No,Universal Music,Cindy Martin,Jessica Ryan,Cole Sanchez
SP29338,Attack.,Angela Sullivan,Build.,Pop,2018-01-07,283.0,30,49611317,English,No,Universal Music,Victoria Dawson,Daniel Hall,James Pineda
SP29339,Language finish smile.,Zachary Hayden,Edge purpose.,Reggae,2023-11-28,266.0,69,56915881,Korean,No,Universal Music,Chase Kennedy,Terry Jimenez,
SP29340,Bill so.,Adam Oconnell,Himself medical.,Hip-Hop,2006-01-16,227.0,6,43435922,English,No,Atlantic Records,Ms. Gina Russo,Calvin Rivera,
SP29341,Him debate claim positive.,Jesus Doyle,Small single.,Electronic,2009-06-22,264.0,49,12966193,Spanish,No,Universal Music,Leah Munoz,Albert Calhoun,Cheryl Scott
SP29342,Seat age performance.,Julie Wilson,Generation politics.,Country,2018-07-23,404.0,91,31880371,German,No,Sony Music,Dana Collins,Whitney Rollins,
SP29343,That easy.,Lisa Brooks,Fish policy.,Hip-Hop,2002-08-29,194.0,72,27403125,Korean,No,Universal Music,Jodi Bishop,Elizabeth Deleon,Stacy Craig
SP29344,Move national gun.,Brett Gilbert,Success.,Classical,2011-06-23,292.0,32,65864627,Korean,No,Indie,Alice Sanders,Alison Beard,
SP29345,Speak short rise.,Michael Pineda,Over decision.,Pop,2024-01-31,197.0,16,97677100,English,Yes,Universal Music,Jasmine Taylor,Jesse Grant,
SP29346,Appear general.,Patrick Luna,Avoid summer.,Pop,2012-02-14,263.0,47,58448347,English,No,Atlantic Records,Timothy Bell,Allison Perez MD,Jessica Barnes
SP29347,Son movement scientist.,Philip Rosario,Behavior catch.,Jazz,2011-07-18,349.0,34,65585670,Korean,Yes,Universal Music,Tyler Walsh,Michael Taylor,
SP29348,His drop ground.,Linda Davis,Build.,Pop,1995-11-30,140.0,93,72719167,Spanish,Yes,Def Jam,Jamie Prince,Christina Robinson,
SP29349,Determine entire.,Laura Cunningham,Thousand however.,Country,2017-04-08,180.0,94,83093733,Korean,Yes,Warner Music,Robert Richmond,Ashley Smith,
SP29350,Western fear save.,Jessica Castillo,Own tax.,Electronic,2002-08-02,326.0,68,27583467,English,No,Warner Music,Nancy Sloan,Gary Zavala,
SP29351,Necessary let in.,Jeremy Hernandez,Dog.,Electronic,2013-02-04,173.0,83,11752744,French,No,Atlantic Records,Natalie Stevens,Michael Valenzuela,
SP29352,Product much.,Mary Brooks,Which.,Hip-Hop,2008-12-05,189.0,27,89146938,English,No,Def Jam,Maria Bailey,Michael Strickland,Matthew Moore
SP29353,Front send attention.,Kristin Hall,Couple rise.,Electronic,2005-09-14,241.0,8,45421027,Korean,Yes,Def Jam,Benjamin Lee,Caitlin Matthews,
SP29354,Teach best.,Samantha Gaines,Democrat.,Country,2001-06-12,187.0,29,23206197,,Yes,Sony Music,Daniel Livingston,Matthew Cooper,
SP29355,Month.,Robert Gray,Happen.,Folk,1997-04-04,249.0,9,62197976,Korean,No,Warner Music,Joshua Johnston,Chris Ware,
SP29356,World whatever forget.,Robert Everett,Bit.,Pop,2013-06-25,165.0,70,69883599,English,No,Def Jam,Jacob Lopez,David Doyle,
SP29357,Everything still card.,Alexandria Simpson,Television.,R&B,2010-11-26,265.0,56,2155242,English,No,Sony Music,Daniel Church,Gina Miller,
SP29358,Source five man.,Danielle Anderson,Same section.,Electronic,2008-08-30,245.0,22,12581114,English,No,Sony Music,Denise Rasmussen,Michael Novak,
SP29359,Cell.,Stephanie Cherry,Especially mission.,Jazz,2004-04-10,285.0,32,29487520,Korean,Yes,Atlantic Records,Oscar Nichols,Christopher Reed,
SP29360,Relate far upon.,Kari Bryan,Production certainly.,Electronic,2000-03-14,266.0,69,74606442,Spanish,Yes,Warner Music,Timothy Brennan,Robert Miller,
SP29361,Writer quite ok.,Charles Sandoval,Nearly test.,Country,2023-01-12,210.0,64,43825983,English,Yes,Atlantic Records,Brittany Sanders,Rebecca Sanchez,
SP29362,Attention score task measure.,Angela Evans,Town.,Electronic,2022-03-15,288.0,15,76761648,English,Yes,Universal Music,Evan Greer,Melissa Thomas,Randy Williams DDS
SP29363,Oil single.,Leslie Mays,Until affect.,Hip-Hop,2015-10-27,261.0,24,75873522,French,No,Atlantic Records,Duane Anderson,Jason Coffey,Karen Walters
SP29364,Choose trade attack.,Larry Walton,Citizen store.,Country,1997-09-08,315.0,74,19380377,German,Yes,Def Jam,Jasmine Hansen,Jonathan Thompson,
SP29365,Care star perform.,Kimberly Stewart,Sport.,Electronic,2008-05-10,211.0,27,44014404,English,No,Indie,Amy Lee,Jorge Moore,
SP29366,Leader lawyer answer.,Connie Hall,Must.,Hip-Hop,2018-10-24,164.0,31,57448005,English,Yes,Warner Music,Scott Chavez,Kenneth Harris,
SP29367,Network.,Mr. David Harmon,Suggest.,Electronic,1999-11-10,,4,43105725,English,No,Def Jam,Robert Rose,Raymond Burns Jr.,
SP29368,Official gun.,Christopher Ortega,His board.,Hip-Hop,1999-01-13,241.0,68,19091774,English,Yes,Warner Music,Kendra Ramos,Mark Fisher,Lauren Rodriguez
SP29369,Feel.,Heidi Best,Let center.,Hip-Hop,2018-11-27,262.0,74,70509317,English,No,Universal Music,Crystal Barrera,Eddie Adams,
SP29370,Party performance.,Wesley Martinez,Seat.,Hip-Hop,2001-06-29,175.0,29,14778832,English,No,Atlantic Records,Jason Wilson,Virginia Johnson,
SP29371,Guy these.,Hannah Clements,Option trial.,Classical,2018-06-20,,24,47360461,English,Yes,Indie,Angela Cabrera,Michelle Hernandez,
SP29372,Institution maintain.,Sarah May,Education.,Hip-Hop,1997-03-28,238.0,8,33479931,English,No,Universal Music,Brandon Maddox,Katie Schwartz,
SP29373,Prove eat.,Stephanie Hall,Else two.,Hip-Hop,2017-04-19,229.0,75,37183951,French,No,Sony Music,Nathan Garcia,Richard Johnson,
SP29374,National close daughter.,Maurice Cole,Five.,Pop,2017-09-29,276.0,55,85664456,English,Yes,Warner Music,Alex Lucas,Amber Young,
SP29375,Audience buy box.,Stephen Hughes,Federal else.,Electronic,2018-07-04,248.0,70,51426117,Italian,No,Atlantic Records,Lisa Ingram,Gabriel Hatfield,
SP29376,Lot interest focus.,Michael Madden,Produce eat.,Electronic,2008-01-21,194.0,27,69756597,German,Yes,Sony Music,Robert Cook,David Rodriguez,
SP29377,Stand ready almost.,Andrew Smith,Trial.,Pop,2024-07-20,282.0,20,68373625,English,Yes,Sony Music,Melissa Phillips,Ray Smith,Jennifer Campbell
SP29378,State degree think.,Laura Lam,Condition policy.,Electronic,2003-04-12,244.0,49,66954589,English,Yes,Def Jam,Melinda Montes,Brian Vasquez,Lauren Rice
SP29379,Parent.,Bryan Lewis,Can.,R&B,2003-08-03,261.0,39,25261489,English,Yes,Atlantic Records,Brian Rodriguez,Lucas Matthews,Shane Sanchez
SP29380,Really kid voice.,Travis Hoffman,Hundred.,Folk,2019-10-04,314.0,61,22841813,English,No,Indie,Roberto Cox,Morgan Ellis,
SP29381,Young where local.,Christina Bryant,Fill.,Country,1999-03-04,273.0,61,37858193,English,No,Atlantic Records,Julie Garcia,Adrienne Brown,
SP29382,Room police detail.,Joshua Henry,Opportunity.,Electronic,2001-07-17,292.0,28,38424914,English,No,Indie,Benjamin Barron,Anna Shannon,
SP29383,Laugh stage.,Jennifer Jones,Together.,Jazz,2024-08-02,205.0,85,63892522,Spanish,Yes,Sony Music,David Armstrong,Dr. Chris Schmidt,Eric King
SP29384,Product.,Donna Harrison,South natural.,Pop,1999-05-21,276.0,9,54229832,English,No,Sony Music,David Bennett,Katelyn Sullivan,
SP29385,Despite discussion base fear.,Dorothy Morris,Feel push.,Pop,2020-03-09,180.0,22,48221100,French,No,Def Jam,Brittany Flores,Jacob Smith,
